idp;a;veget5;c135
759828 ;1;0;1.242
759828 ;2;0;0.894
760193 ;1;0;1.14
760193 ;2;0;1.174
760193 ;3;0;1.074
760193 ;4;0;1.149
760674 ;1;0;1.213
760674 ;2;0;0.823
760674 ;3;M;1.152
760674 ;4;0;0.595
760674 ;5;0;0.497
760674 ;6;0;0.509
760674 ;7;0;0.492
760674 ;8;0;0.446
760674 ;9;0;0.352
760996 ;1;0;1.903
760996 ;2;0;1.857
761499 ;1;M;2.935
761499 ;2;0;2.573
761499 ;3;0;0.285
761499 ;4;0;2.653
761499 ;5;0;2.904
761499 ;6;0;1.339
761499 ;7;0;0.278
761499 ;9;0;0.39
761690 ;1;0;1.086
761690 ;2;0;1.033
761864 ;1;0;1.766
761864 ;2;0;1.422
761864 ;5;0;1.361
762177 ;1;0;1.19
762177 ;2;0;1.192
762177 ;3;0;1.184
762177 ;4;0;1.295
762230 ;1;0;0.926
762230 ;2;0;1.161
762230 ;3;0;1.032
762230 ;4;0;0.997
762714 ;1;0;0.793
762714 ;2;0;1.008
762714 ;3;0;1.064
762714 ;4;0;1.194
763265 ;1;6;
763265 ;2;6;
763265 ;3;6;
763265 ;4;6;
763265 ;5;6;
763265 ;6;6;
763288 ;1;6;
763288 ;2;6;
763288 ;3;6;
763288 ;4;6;
763516 ;1;0;1.429
763516 ;2;0;1.503
763516 ;3;0;1.17
763516 ;4;0;1.023
763605 ;1;0;1.239
763605 ;2;M;0.882
763605 ;3;0;1.433
763605 ;4;0;1.342
763769 ;1;M;0.28
763769 ;5;0;0.338
763769 ;6;M;0.33
763769 ;7;0;0.446
763769 ;8;0;0.272
763769 ;10;0;0.962
763869 ;1;0;1.246
763869 ;2;0;1.216
763869 ;3;0;1.405
763869 ;4;0;1.27
763881 ;1;6;
763881 ;2;6;
763881 ;3;6;
763881 ;4;6;
763961 ;1;0;0.247
763961 ;3;0;0.313
763961 ;4;0;0.332
763961 ;5;0;0.288
764342 ;1;0;1.455
764342 ;2;0;1.622
764342 ;3;0;1.366
764342 ;4;0;1.665
764908 ;1;0;0.732
764908 ;2;0;0.703
764908 ;3;0;0.642
764908 ;4;0;0.704
765364 ;1;6;
765364 ;2;6;
765364 ;3;6;
765364 ;4;6;
765381 ;1;0;1.358
765381 ;2;0;1.555
765381 ;3;0;1.555
765381 ;4;0;1.379
765441 ;1;0;0.913
765441 ;2;0;0.838
765441 ;3;0;1.838
765441 ;4;0;1.235
765441 ;5;0;1.058
765441 ;6;0;1.92
765441 ;7;0;1.06
765441 ;8;0;0.338
765441 ;9;0;0.683
765441 ;10;0;0.69
765441 ;11;0;0.461
765441 ;12;0;0.42
765441 ;13;0;1.315
765441 ;14;0;2.015
765441 ;15;0;1.836
765441 ;16;M;1.432
765441 ;17;0;1.395
765441 ;18;0;2.084
765598 ;1;0;0.695
765636 ;1;0;1.325
765636 ;2;0;1.258
765636 ;3;0;1.554
765636 ;4;0;1.35
765660 ;1;0;1.266
765660 ;2;0;1.34
765660 ;3;0;1.258
765660 ;4;0;1.199
767194 ;1;0;0.828
767194 ;3;0;0.408
767194 ;4;0;0.311
767194 ;5;0;0.702
767194 ;6;0;0.371
767194 ;7;0;0.927
767194 ;8;0;0.629
767194 ;9;0;0.277
767194 ;10;M;0.47
767194 ;11;0;1.111
767194 ;12;0;0.42
767194 ;13;0;0.542
767194 ;14;0;0.284
767194 ;15;0;0.89
767194 ;16;0;0.658
767286 ;1;0;0.995
767286 ;2;0;0.975
767286 ;3;0;1.072
767286 ;4;0;1.08
767401 ;1;0;1.286
767401 ;2;0;0.294
767401 ;3;M;0.303
767401 ;4;M;0.421
767401 ;6;0;0.495
767401 ;7;0;0.358
767401 ;8;0;0.6
767401 ;9;M;0.364
767401 ;10;0;0.478
767401 ;11;M;0.268
767401 ;12;0;0.403
767401 ;14;M;0.24
767401 ;15;0;1.271
767401 ;16;0;0.419
767401 ;17;0;0.4
767401 ;18;M;0.32
767401 ;20;0;0.315
767445 ;1;6;
767445 ;2;6;
767445 ;3;6;
767445 ;4;6;
767445 ;5;6;
767445 ;6;6;
767445 ;7;6;
767707 ;1;0;2.961
768291 ;1;0;1.578
768291 ;2;0;1.395
768291 ;3;0;0.706
768291 ;4;0;1.285
768314 ;1;0;0.871
768314 ;2;0;1.186
768314 ;3;0;1.15
768314 ;4;0;1.087
768314 ;5;0;0.409
768314 ;6;0;0.271
768314 ;7;0;0.342
768314 ;8;0;0.334
768314 ;9;0;0.287
768314 ;10;0;0.484
768314 ;11;0;0.252
768314 ;12;0;0.291
768314 ;13;0;0.312
768314 ;14;0;0.374
768314 ;15;0;0.529
768314 ;16;0;0.371
768314 ;17;0;0.358
768314 ;18;0;1.262
768439 ;1;A;0.781
768520 ;1;0;1.235
768520 ;2;0;1.002
768520 ;3;0;1.034
768520 ;4;0;1.063
768737 ;1;0;0.721
768737 ;2;0;0.731
768737 ;3;0;0.461
768737 ;4;0;0.646
768772 ;1;6;
768772 ;2;6;
768772 ;3;6;
768772 ;4;6;
768772 ;5;6;
769074 ;1;0;1.71
769074 ;2;0;1.83
769074 ;3;0;1.329
769074 ;4;0;1.335
769199 ;1;0;1.121
769199 ;2;0;1.004
769199 ;3;0;0.969
769199 ;4;0;0.884
769319 ;1;6;
769319 ;2;6;
769319 ;3;6;
769319 ;4;6;
769457 ;1;0;0.938
769457 ;2;0;0.784
769457 ;3;0;0.764
769457 ;4;0;0.754
769675 ;1;0;1.244
769675 ;2;0;1.216
769675 ;3;0;1.223
769675 ;4;0;1.255
769965 ;1;0;1.332
769965 ;2;0;1.398
769965 ;3;0;1.397
769965 ;4;0;1.416
769965 ;5;M;0.254
769965 ;6;0;0.455
769965 ;7;0;0.45
769965 ;8;0;0.432
770992 ;1;6;
770992 ;2;0;0.725
770992 ;3;6;
770992 ;4;0;1.555
770992 ;5;0;0.331
770992 ;6;0;0.694
770992 ;7;0;1
770992 ;8;0;0.735
770992 ;9;0;1.84
770992 ;10;0;0.97
770992 ;11;0;0.536
770992 ;12;0;1.47
770992 ;13;0;1.57
771344 ;1;N;
771344 ;2;N;
771344 ;3;N;
771344 ;4;N;
771344 ;5;N;
771344 ;6;N;
771344 ;7;N;
771344 ;8;N;
771344 ;9;N;
771344 ;10;N;
771344 ;11;N;
771344 ;12;N;
771344 ;13;N;
771344 ;14;N;
771344 ;15;N;
771344 ;16;N;
771419 ;1;0;0.755
771419 ;2;0;0.842
771419 ;3;0;0.894
771419 ;4;0;1.055
771419 ;5;0;0.608
771419 ;6;0;0.572
771498 ;1;0;1.152
771498 ;2;0;1.024
771498 ;3;0;1.028
771498 ;4;0;1.164
771683 ;1;0;1.903
771683 ;2;0;0.323
771683 ;3;0;0.321
771683 ;4;0;1.079
771683 ;5;A;0.89
771683 ;6;0;1.258
771683 ;7;0;0.913
771683 ;8;0;1.075
771683 ;9;0;1.276
771683 ;10;0;0.367
771683 ;11;0;0.968
771683 ;12;0;0.485
771683 ;13;0;1
771683 ;14;0;0.98
771683 ;15;0;1.743
771726 ;1;6;
771726 ;2;6;
771726 ;3;6;
771726 ;5;6;
771726 ;7;6;
771726 ;8;6;
771726 ;9;0;0.36
771726 ;10;0;0.299
771726 ;11;0;0.327
771726 ;13;0;0.45
771726 ;14;0;0.513
771726 ;15;0;0.749
771726 ;16;0;0.498
771726 ;17;0;0.328
771726 ;18;0;0.584
771726 ;19;6;
772334 ;1;6;
772334 ;2;6;
772334 ;3;6;
772334 ;4;6;
772334 ;5;6;
772411 ;1;0;0.995
772411 ;2;0;0.575
772411 ;3;0;0.873
772411 ;4;0;0.942
772411 ;5;0;0.595
772411 ;6;0;0.394
772411 ;7;0;0.424
772411 ;8;0;0.365
772411 ;9;0;0.438
772411 ;10;0;0.38
772411 ;11;0;0.449
773448 ;1;0;1.281
773448 ;2;0;1.208
773448 ;3;0;1.243
773448 ;4;0;1.1
773448 ;6;0;0.27
773908 ;2;M;1.42
773908 ;3;0;0.276
773908 ;5;0;1.468
773908 ;6;0;1.519
773908 ;7;0;0.358
773908 ;8;0;0.351
773908 ;10;0;0.33
773908 ;11;0;0.29
773908 ;12;0;0.288
774111 ;1;6;
774111 ;2;6;
774111 ;3;6;
774111 ;4;6;
774227 ;1;6;
774227 ;2;6;
774227 ;3;6;
774227 ;4;6;
774394 ;1;0;1.598
774394 ;2;0;1.582
774394 ;3;0;1.488
774394 ;4;0;1.542
774394 ;5;0;0.612
774394 ;6;0;0.468
774394 ;7;0;0.269
774394 ;8;0;0.276
774394 ;9;0;0.534
774394 ;10;0;0.255
774394 ;11;0;1.016
774394 ;12;0;0.423
774394 ;13;0;0.278
774394 ;14;0;0.384
774394 ;15;0;0.403
774425 ;1;6;
774425 ;2;6;
774425 ;3;6;
774425 ;4;6;
774622 ;1;0;1.181
774622 ;2;0;1.073
774622 ;3;0;1.16
774622 ;4;0;1.17
774678 ;1;0;1.185
774678 ;2;0;1.238
774678 ;3;0;0.985
774678 ;4;0;1.034
774678 ;5;0;2.168
774786 ;1;0;0.671
774786 ;2;0;0.771
774786 ;3;0;1.014
774843 ;1;0;1.646
774843 ;2;0;1.291
774843 ;3;0;1.67
774843 ;4;0;1.538
775181 ;1;0;0.269
775181 ;2;0;0.525
775181 ;3;0;0.28
775181 ;4;0;0.825
775181 ;5;0;0.93
775181 ;6;0;0.705
775181 ;7;6;
775181 ;8;6;
775181 ;9;6;
775181 ;10;0;0.883
775288 ;1;0;0.93
775288 ;2;M;0.802
775288 ;3;M;0.93
775288 ;4;M;0.796
775288 ;6;0;0.361
775288 ;7;0;0.318
775288 ;8;0;0.327
775288 ;9;0;0.433
775288 ;10;0;0.391
775288 ;11;0;0.364
775346 ;1;0;0.74
775346 ;2;0;0.755
775346 ;3;6;
775346 ;4;0;0.695
775437 ;1;6;
775437 ;2;0;1.441
775437 ;3;0;1.604
775437 ;4;0;1.429
775441 ;1;M;0.417
775441 ;2;0;1.081
775441 ;3;0;1.016
775441 ;4;0;0.91
775965 ;1;6;
775965 ;2;6;
775965 ;3;6;
775965 ;4;6;
775965 ;5;6;
775965 ;6;0;0.897
775965 ;7;6;
775965 ;8;6;
775965 ;9;6;
775965 ;10;6;
775965 ;11;6;
776254 ;1;6;
776254 ;2;6;
776254 ;3;6;
776254 ;4;6;
776715 ;1;0;1.023
776715 ;2;0;1.031
776715 ;3;0;1.164
776715 ;4;0;1.17
776715 ;5;0;0.369
776715 ;6;0;0.334
776715 ;7;0;0.303
777097 ;1;0;1.014
777097 ;2;0;0.98
777097 ;3;M;0.925
777097 ;4;M;1.348
777359 ;1;0;1.142
777359 ;2;0;0.939
777359 ;3;0;1.204
777359 ;4;0;1.185
777424 ;1;0;0.565
777424 ;2;0;0.267
777424 ;3;0;0.337
777424 ;4;0;1.343
777424 ;5;0;1.029
777424 ;6;0;1.012
777424 ;7;0;0.259
777424 ;8;0;0.281
777424 ;9;0;0.998
778839 ;1;6;
778839 ;2;6;
778839 ;3;6;
778839 ;4;6;
779340 ;1;0;1.031
779340 ;2;0;1.085
779340 ;3;0;1.233
779340 ;4;0;1.058
779572 ;1;6;
779572 ;2;6;
779572 ;3;6;
779572 ;4;6;
779787 ;1;0;0.951
779787 ;2;0;0.98
779787 ;3;M;0.82
779787 ;4;0;1.224
779817 ;1;0;1.052
779817 ;2;0;1.004
779817 ;3;6;
779817 ;4;6;
779817 ;5;M;0.755
779817 ;6;M;0.273
779817 ;7;6;
779817 ;8;6;
780000 ;1;0;1.258
780000 ;2;0;1.598
780000 ;3;0;1.657
780000 ;4;0;1.366
780000 ;5;0;0.263
780000 ;6;0;0.299
780000 ;7;6;
780000 ;8;0;1.506
780000 ;9;0;1.565
780000 ;10;0;1.573
780000 ;11;0;1.483
780000 ;12;0;1.702
780258 ;1;6;
780258 ;2;6;
780258 ;3;6;
780258 ;4;6;
780377 ;1;6;
780377 ;2;6;
780377 ;3;6;
780377 ;4;6;
780377 ;5;6;
780377 ;6;0;1.443
780377 ;7;0;1.538
780377 ;8;6;
780377 ;9;6;
780377 ;10;0;2.145
780377 ;11;6;
780377 ;12;6;
780377 ;13;6;
780377 ;14;6;
800389 ;1;A;1.369
800389 ;2;0;0.378
800389 ;3;0;0.734
800389 ;4;0;0.433
800389 ;5;0;3.995
800569 ;1;6;
800569 ;2;6;
800569 ;3;6;
800569 ;4;6;
800722 ;1;0;1.636
800722 ;2;0;0.869
800722 ;3;0;1.574
800722 ;4;0;1.667
800722 ;5;M;0.415
800722 ;6;0;0.528
800722 ;7;0;0.541
800722 ;8;M;0.345
800722 ;9;0;0.393
800722 ;10;0;0.475
800722 ;11;0;0.355
800722 ;12;0;0.35
800722 ;13;M;0.235
800722 ;14;M;0.255
800722 ;15;0;0.488
800722 ;16;M;0.306
800722 ;17;0;0.284
800722 ;18;0;0.34
800722 ;19;M;0.281
800722 ;20;0;0.491
800722 ;21;M;0.305
800722 ;22;M;0.365
800963 ;1;0;1.966
800963 ;2;0;1.475
800963 ;3;0;1.086
800963 ;4;0;1.653
800963 ;5;0;0.288
800963 ;6;0;0.448
800963 ;7;0;0.425
800963 ;8;0;0.437
800963 ;9;0;0.343
801192 ;1;0;1.519
801192 ;2;0;2.75
801192 ;3;0;1.616
801192 ;4;0;1.568
801192 ;5;T;
801240 ;1;0;1.77
801240 ;2;0;1.624
801240 ;3;0;1.475
801240 ;4;0;1.505
801357 ;1;0;1.025
801357 ;2;0;1.061
801357 ;3;0;1.036
801357 ;4;0;0.874
802283 ;1;6;
802283 ;2;6;
802283 ;3;6;
802283 ;4;6;
802283 ;5;6;
802283 ;6;6;
802283 ;7;6;
802283 ;8;6;
802423 ;1;0;0.626
802423 ;2;0;0.946
802423 ;3;0;0.619
802423 ;4;0;1.008
802579 ;1;0;1.236
802579 ;2;0;1.293
802579 ;3;0;0.544
802579 ;4;0;1.066
802579 ;5;0;0.416
802579 ;6;0;0.51
802959 ;1;0;0.617
802959 ;2;0;0.708
802959 ;3;0;0.783
802959 ;4;0;0.768
803801 ;1;0;1.17
803901 ;1;0;0.778
803901 ;2;0;1.408
803901 ;3;0;0.384
803901 ;4;0;0.882
803901 ;5;0;0.243
803901 ;6;0;0.294
803901 ;7;0;1.064
803901 ;8;0;1.416
803901 ;9;0;0.429
803901 ;10;0;0.752
803901 ;11;0;0.326
803901 ;12;0;1.005
803901 ;13;0;1.017
803901 ;14;M;0.288
804618 ;1;0;0.706
804618 ;2;0;0.838
804618 ;3;0;0.822
804618 ;4;0;0.997
804618 ;5;0;0.446
804618 ;6;0;0.435
804625 ;1;0;1.164
804625 ;2;0;0.86
804625 ;3;0;1.175
804625 ;4;0;1.136
805538 ;1;0;1.113
805538 ;2;0;1.119
805538 ;3;0;1.144
805538 ;4;0;1.172
805715 ;1;6;
805715 ;2;6;
805715 ;3;6;
805715 ;4;0;0.493
805715 ;5;0;0.693
805715 ;6;0;0.322
805715 ;7;6;
805715 ;8;0;1.048
805715 ;9;0;1.959
805715 ;10;6;
805715 ;11;6;
806377 ;1;6;
806377 ;2;6;
806377 ;3;6;
806377 ;4;6;
806387 ;1;6;
806387 ;2;6;
806387 ;3;0;0.446
806387 ;4;0;0.408
806387 ;5;6;
806387 ;6;6;
806387 ;7;6;
806387 ;8;6;
806387 ;9;6;
806504 ;1;M;1.321
806504 ;2;0;0.307
806504 ;3;0;0.45
806504 ;4;M;1.246
806504 ;5;M;1.28
806504 ;6;M;1.249
806504 ;7;0;1.553
806504 ;8;0;1.284
806504 ;9;0;0.428
806504 ;10;M;1.311
806504 ;11;0;0.399
806504 ;12;0;0.386
806504 ;13;M;1.271
806705 ;1;0;0.716
806705 ;2;0;0.668
806705 ;3;0;0.822
806705 ;4;0;0.832
807362 ;2;0;0.983
807362 ;3;0;0.872
807362 ;4;0;0.772
807362 ;5;0;0.547
807362 ;6;0;0.816
807362 ;7;0;0.266
807362 ;8;A;0.83
807362 ;9;0;0.654
807362 ;10;0;0.953
807362 ;11;0;0.669
807362 ;12;0;0.665
807362 ;13;0;0.686
807362 ;14;0;0.764
807362 ;15;0;0.556
807362 ;17;0;0.487
807362 ;18;0;1.535
807362 ;19;0;1.32
807417 ;1;6;
807417 ;2;6;
807417 ;3;6;
807417 ;4;6;
807788 ;1;6;
807788 ;2;6;
807788 ;3;6;
807788 ;4;6;
808606 ;1;0;1.745
808606 ;2;0;1.341
808606 ;3;0;1.435
808606 ;4;0;1.186
809164 ;1;6;
809164 ;2;6;
809164 ;3;6;
809164 ;4;6;
809164 ;5;6;
809164 ;6;6;
809164 ;7;6;
809164 ;8;6;
809164 ;9;6;
809260 ;1;0;1.386
809260 ;2;0;1.221
809260 ;3;0;1.161
809260 ;4;0;1.388
809702 ;1;6;
809702 ;2;0;0.457
809702 ;3;0;0.517
809702 ;4;0;0.696
809702 ;5;6;
809702 ;6;6;
810128 ;1;0;0.317
810128 ;2;0;0.355
810128 ;3;M;0.25
810128 ;4;0;0.533
810128 ;5;0;0.412
810128 ;6;0;0.633
810128 ;7;0;0.303
810128 ;8;0;0.789
810128 ;9;0;0.44
810128 ;10;0;0.39
810128 ;11;M;0.235
810128 ;12;0;0.578
810128 ;13;0;0.923
810128 ;14;0;0.889
810128 ;15;0;0.278
810128 ;16;0;0.77
810128 ;17;0;0.527
810128 ;18;0;1.858
810128 ;19;0;0.701
810128 ;20;0;0.603
810128 ;21;0;0.304
810128 ;22;0;0.356
810128 ;23;0;1.391
810128 ;24;0;0.335
810128 ;25;0;2.311
810128 ;26;0;2.111
810128 ;27;0;0.577
810128 ;28;0;0.445
810128 ;29;0;0.396
810128 ;30;0;0.291
810128 ;32;0;0.451
810128 ;33;0;0.481
810225 ;1;0;1.731
810225 ;2;0;1.665
810225 ;3;0;1.734
810225 ;4;0;1.765
810742 ;1;0;0.853
810742 ;2;0;0.883
810742 ;3;M;0.382
810742 ;4;0;0.744
810742 ;5;0;0.43
810742 ;6;0;0.455
810742 ;7;0;0.422
810764 ;1;0;1.965
810764 ;2;0;1.785
810764 ;3;0;2.389
810764 ;4;0;1.887
811073 ;1;0;0.614
811073 ;2;0;0.918
811073 ;3;0;0.775
811073 ;4;0;0.718
811320 ;1;6;
811320 ;2;6;
811320 ;4;6;
811320 ;5;6;
813113 ;1;0;1.36
813113 ;2;0;1.249
813113 ;3;0;1.44
813113 ;4;0;0.889
813113 ;5;0;0.524
813113 ;6;0;0.41
813570 ;1;0;0.95
813570 ;2;0;1.074
813570 ;3;0;1.044
813570 ;4;0;1.081
813830 ;1;0;0.391
813830 ;2;0;0.715
813830 ;3;0;0.645
814633 ;1;6;
814633 ;2;6;
814633 ;3;0;1.256
814633 ;4;0;1.262
814633 ;5;0;1.057
814633 ;6;0;1.337
814633 ;7;0;1.227
814633 ;8;0;1.322
814633 ;9;6;
814791 ;1;0;1.261
814791 ;2;0;1.11
814791 ;3;0;1.252
814791 ;4;0;1.305
814966 ;1;6;
814966 ;2;6;
814966 ;3;6;
815186 ;1;0;0.882
815186 ;2;0;1.063
815186 ;3;0;1.017
815955 ;1;0;1.178
815955 ;2;0;0.79
815955 ;3;0;1.717
815955 ;4;0;0.741
815955 ;5;0;0.345
815955 ;6;M;0.262
815955 ;7;M;0.357
815955 ;8;0;0.314
815955 ;9;M;0.35
815955 ;10;M;0.257
815955 ;11;A;0.26
815955 ;12;0;0.342
815955 ;13;A;0.332
815955 ;14;M;0.32
815955 ;15;0;0.41
815955 ;16;0;0.416
815955 ;17;M;0.496
815955 ;18;A;0.238
815957 ;1;6;
815957 ;2;6;
815957 ;3;6;
815957 ;4;6;
815957 ;5;6;
815957 ;6;6;
815957 ;7;6;
815957 ;8;6;
815957 ;9;6;
815957 ;10;6;
815957 ;11;6;
818112 ;1;6;
818112 ;2;6;
818112 ;3;6;
818112 ;4;6;
818112 ;5;6;
818112 ;6;6;
818112 ;7;6;
818144 ;1;0;1.1
818144 ;2;0;1.086
818144 ;3;0;1.041
818144 ;4;0;1.127
818296 ;1;0;1.323
818296 ;2;0;1.22
818296 ;3;6;
818296 ;4;0;1.233
818296 ;5;0;1.227
820135 ;1;0;0.588
820135 ;2;0;0.893
820135 ;3;0;0.858
820135 ;4;0;0.767
820232 ;1;0;0.97
820232 ;2;0;0.834
820232 ;3;0;0.938
820232 ;4;0;0.354
820232 ;5;0;0.423
820232 ;6;0;1.561
820232 ;7;0;0.41
820232 ;8;0;1.493
820232 ;9;0;1.338
820232 ;10;0;1.038
820232 ;11;0;0.88
820232 ;12;0;0.291
820232 ;13;0;1.568
820232 ;14;0;1.307
820232 ;15;0;0.664
820290 ;1;6;
820290 ;2;6;
820290 ;3;6;
820290 ;4;6;
820290 ;5;6;
820290 ;6;6;
820290 ;7;6;
820290 ;8;6;
820290 ;9;6;
820599 ;1;0;1.282
820599 ;2;0;1.411
820599 ;3;0;1.357
820599 ;4;0;1.196
820960 ;1;0;1.13
820960 ;2;0;1.277
820960 ;3;0;0.83
820960 ;4;0;1.298
821290 ;1;0;0.971
821868 ;1;0;1.42
821868 ;2;0;1.45
821868 ;3;0;1.352
821868 ;4;0;1.094
822829 ;1;0;1.067
822829 ;2;0;1.026
822829 ;3;0;0.974
822829 ;4;0;1.075
822935 ;1;6;
823496 ;1;6;
823496 ;2;6;
823496 ;3;6;
823496 ;4;6;
823496 ;5;6;
823496 ;6;6;
823496 ;7;6;
823496 ;8;6;
823496 ;10;6;
823496 ;11;6;
823496 ;12;6;
823496 ;13;6;
823496 ;14;6;
823496 ;15;6;
823538 ;1;A;1.4
823538 ;2;0;0.525
823538 ;3;M;1.425
823538 ;4;M;2.071
823538 ;5;0;0.462
823538 ;6;M;1.402
823538 ;8;M;1.84
823538 ;9;M;1.424
824378 ;1;0;1.371
824378 ;2;0;1.412
824378 ;3;0;1.436
824378 ;4;0;1.475
824378 ;5;0;1.424
824378 ;6;0;1.265
824378 ;7;0;1.415
824569 ;1;6;
824569 ;2;6;
824569 ;3;6;
824569 ;4;6;
824827 ;1;0;1.525
824827 ;2;0;1.559
824827 ;3;0;1.58
824827 ;4;0;1.563
825188 ;1;6;
825188 ;2;6;
825188 ;3;6;
825188 ;4;6;
825188 ;5;0;0.572
825188 ;6;6;
825188 ;7;6;
825188 ;8;6;
825188 ;9;6;
825228 ;1;0;1.265
825228 ;2;0;0.925
825228 ;3;0;1.1
825228 ;4;0;1.019
825467 ;1;0;0.781
825467 ;2;0;0.823
825467 ;3;0;1.58
825467 ;4;0;1.382
825467 ;5;0;1.687
825467 ;6;0;0.432
825467 ;7;0;3.088
825467 ;8;0;1.322
825467 ;9;M;1.123
825467 ;10;M;1.33
825467 ;11;M;1.2
825467 ;12;M;1.217
825467 ;13;0;0.64
825467 ;14;A;0.92
825578 ;1;0;1.296
825578 ;2;0;1.225
825578 ;3;0;1.219
825578 ;4;0;1.198
826931 ;1;0;1.493
826931 ;2;0;1.164
826931 ;3;0;1.106
826931 ;4;0;1.476
826953 ;1;0;2.856
826953 ;2;0;1.807
826995 ;1;6;
826995 ;2;6;
826995 ;3;6;
826995 ;4;6;
826995 ;5;6;
826995 ;6;6;
826995 ;7;6;
826995 ;9;6;
826995 ;10;6;
826995 ;11;6;
826995 ;12;6;
826995 ;13;6;
826995 ;14;6;
827012 ;1;6;
827012 ;2;6;
827012 ;3;6;
827012 ;4;6;
827387 ;1;6;
827387 ;2;6;
827387 ;3;6;
827387 ;4;6;
827436 ;1;0;0.418
827594 ;1;0;0.803
827594 ;2;0;1.034
827594 ;3;0;1.015
827594 ;4;0;0.424
827594 ;5;0;0.296
827602 ;1;0;0.982
827602 ;2;0;1.043
827602 ;3;M;0.685
827602 ;4;M;0.584
827602 ;5;0;0.273
827602 ;6;0;0.437
827602 ;7;0;0.718
827602 ;8;0;1.975
827602 ;9;0;0.271
827602 ;10;0;1.034
827602 ;11;0;2.118
827602 ;12;0;2.091
827602 ;13;0;0.41
828439 ;1;6;
828439 ;2;6;
828439 ;3;6;
828439 ;4;6;
828459 ;1;0;0.763
828459 ;2;0;0.78
828459 ;3;0;0.738
828459 ;4;0;0.7
828459 ;5;0;1.362
828459 ;6;0;1.916
829150 ;1;6;
829150 ;2;6;
829150 ;3;6;
829150 ;4;6;
829424 ;1;0;1.121
829424 ;2;0;1.262
829424 ;3;0;1.074
829424 ;4;0;1.195
829655 ;1;0;0.925
829655 ;2;0;0.975
829655 ;3;0;0.893
829655 ;4;0;1.09
830123 ;1;6;
830123 ;2;6;
830123 ;3;6;
830123 ;4;6;
830123 ;5;6;
830199 ;1;0;0.923
830199 ;2;0;0.917
830199 ;3;0;0.907
830199 ;4;0;1.062
830199 ;5;0;1.102
830199 ;6;0;0.895
830199 ;7;0;0.88
830253 ;1;6;
830253 ;2;6;
830253 ;3;6;
830253 ;4;6;
830911 ;1;0;1.563
830911 ;2;0;1.29
830911 ;3;0;1.621
830911 ;4;0;1.407
830911 ;6;0;0.312
830911 ;7;0;0.266
830911 ;8;0;0.292
830911 ;9;0;0.261
830911 ;10;M;0.321
831729 ;1;0;0.903
831729 ;2;0;0.858
831729 ;3;0;0.772
831729 ;4;0;0.823
831879 ;1;6;
831879 ;2;6;
831879 ;3;6;
831879 ;4;6;
831879 ;5;6;
831879 ;6;6;
831879 ;7;6;
832565 ;1;0;1.759
832565 ;2;0;1.564
832565 ;3;0;1.36
832565 ;4;0;1.219
832565 ;5;0;1.547
832565 ;6;0;1.734
832565 ;7;M;1.28
832565 ;8;0;1.432
832565 ;9;M;1.719
832565 ;10;0;2.049
832565 ;11;0;1.754
832565 ;12;0;1.81
832814 ;1;0;0.944
832814 ;2;0;1.062
832814 ;3;0;1.183
832814 ;4;0;1.442
833153 ;1;6;
833153 ;3;6;
833153 ;4;6;
833153 ;5;6;
833596 ;1;6;
833596 ;2;6;
833596 ;3;6;
833596 ;4;6;
835090 ;1;0;1.14
835090 ;2;0;1.171
835090 ;3;0;1.187
835090 ;4;0;1.058
835098 ;1;0;0.984
835098 ;2;0;0.888
835098 ;3;0;0.834
835098 ;4;0;1.014
835098 ;5;0;0.312
835098 ;6;0;0.359
835098 ;7;0;0.363
835740 ;1;6;
835740 ;2;6;
835740 ;3;6;
835740 ;4;6;
836147 ;1;0;1.322
836147 ;2;0;1.023
836147 ;3;0;1.23
836147 ;4;0;1.239
836147 ;5;0;0.395
836147 ;6;0;0.339
836147 ;7;6;
836147 ;8;6;
836147 ;9;6;
836147 ;10;6;
836784 ;1;6;
836784 ;2;6;
836784 ;3;6;
836784 ;4;6;
836959 ;1;0;1.285
836959 ;2;0;1.164
836959 ;3;0;1.618
836959 ;4;0;1.295
836995 ;1;0;1.454
836995 ;2;0;1.606
836995 ;3;0;1.602
836995 ;4;0;1.48
837836 ;1;0;1.441
837836 ;2;0;1.39
837836 ;3;0;1.421
837836 ;4;0;1.15
837836 ;5;0;0.395
837836 ;6;0;0.315
837836 ;7;0;0.319
838051 ;1;6;
838051 ;2;6;
838051 ;3;6;
838051 ;4;6;
838051 ;5;6;
838051 ;6;0;0.671
838051 ;7;6;
838051 ;8;0;0.687
838051 ;9;0;0.495
838345 ;1;M;1.281
838345 ;3;M;0.285
838345 ;4;0;1.46
838345 ;5;M;1.028
838345 ;7;M;1.177
838576 ;1;0;1.691
838576 ;2;0;1.831
838576 ;3;0;1.705
838576 ;4;A;0.831
838576 ;5;0;0.261
838576 ;6;0;0.36
838576 ;7;0;1.415
838653 ;1;0;1.053
838653 ;2;0;1.373
838653 ;3;0;1.396
838653 ;4;0;1.154
839044 ;1;0;1.348
839044 ;2;0;1.257
839044 ;3;0;1.532
839044 ;4;0;1.211
839044 ;5;0;0.52
839044 ;6;0;0.312
839044 ;7;0;0.241
839044 ;8;0;0.499
839748 ;1;0;0.552
839748 ;2;0;0.603
839748 ;3;0;0.31
839748 ;4;0;1.665
839748 ;5;0;1.92
839748 ;6;0;1.54
