idp;a;veget5;c135
936796 ;3;0;1.22
936796 ;4;0;0.853
937066 ;1;6;
937066 ;2;6;
937066 ;3;6;
937066 ;4;6;
937112 ;1;0;0.939
937112 ;2;0;0.925
937112 ;3;0;0.795
937112 ;4;0;0.93
937129 ;1;6;
937129 ;2;6;
937129 ;3;6;
937129 ;4;6;
937148 ;1;6;
937148 ;2;6;
937148 ;3;6;
937148 ;4;6;
937433 ;1;0;1.612
937433 ;2;0;1.458
937433 ;3;0;1.444
937433 ;4;0;2.054
937433 ;5;0;0.376
937433 ;6;0;0.443
937433 ;7;0;0.448
937433 ;8;0;0.461
938514 ;1;6;
938514 ;2;6;
938514 ;3;6;
938514 ;4;6;
938514 ;5;6;
939504 ;1;0;1.139
939504 ;2;0;1.215
939504 ;3;0;1.25
939504 ;4;0;1.494
939504 ;5;0;0.705
939504 ;6;0;0.591
939504 ;7;0;0.521
939504 ;8;0;0.645
939684 ;1;6;
939684 ;2;6;
939684 ;3;6;
939684 ;4;6;
939854 ;1;6;
939854 ;2;6;
939854 ;3;6;
939854 ;4;6;
940056 ;1;0;1.036
940056 ;2;0;1.311
940056 ;3;0;1.272
940056 ;4;0;1.324
940300 ;1;0;1.442
940300 ;2;0;1.148
940300 ;3;0;1.437
940300 ;4;0;1.254
940300 ;5;0;0.287
940300 ;6;0;0.456
940300 ;7;0;0.441
940300 ;8;0;0.587
940300 ;9;0;0.306
940300 ;10;0;0.332
940300 ;11;0;0.289
940300 ;12;0;0.319
940390 ;1;0;1.733
940390 ;2;0;1.764
940390 ;3;0;1.82
940390 ;4;2;1.38
940390 ;5;0;0.893
940390 ;6;0;0.597
940390 ;8;1;0.6
940390 ;10;1;0.73
940390 ;12;1;0.58
940390 ;13;1;0.38
940390 ;14;1;0.42
940390 ;15;1;0.51
940390 ;16;1;0.43
940410 ;1;0;3.77
940410 ;2;0;1.672
940410 ;3;0;1.787
941011 ;1;0;0.905
941011 ;2;0;1.84
941011 ;3;0;1.228
941011 ;4;0;0.518
941011 ;5;0;0.315
941011 ;6;0;1.53
941523 ;1;0;1.461
941523 ;2;0;1.234
941523 ;3;0;1.065
941523 ;4;0;1.563
942030 ;1;6;
942030 ;2;6;
942030 ;3;6;
942030 ;4;6;
942727 ;1;0;1.639
942727 ;2;0;1.591
942727 ;3;0;1.468
942727 ;4;0;1.554
942727 ;5;0;0.318
942727 ;6;0;0.38
942727 ;7;0;0.774
942727 ;8;0;0.717
942727 ;9;0;0.6
942727 ;10;0;0.842
942942 ;1;0;1.14
942942 ;2;0;1.259
942942 ;3;0;1.273
942942 ;4;0;1.121
943643 ;1;6;
943643 ;2;6;
943643 ;3;6;
943794 ;1;6;
943794 ;2;6;
943794 ;3;6;
943794 ;4;6;
944010 ;1;0;1.465
944010 ;2;0;1.118
944010 ;3;0;1.692
944010 ;4;0;1.263
944010 ;5;0;0.881
944010 ;6;0;0.979
944010 ;7;M;0.849
944010 ;8;0;0.785
944010 ;9;0;0.821
944010 ;10;2;0.628
944010 ;11;0;0.291
944454 ;1;0;1.33
944454 ;2;0;1.188
944454 ;4;0;1.114
944992 ;1;0;1.088
944992 ;2;0;0.917
944992 ;3;0;1.115
944992 ;4;0;0.956
945012 ;1;0;1.11
945012 ;2;0;1.184
945012 ;3;0;1.14
945012 ;4;0;1.409
945012 ;5;0;0.57
945012 ;6;0;0.358
945131 ;1;0;1.73
945131 ;2;0;1.241
945131 ;3;0;1.599
945131 ;4;0;1.787
945241 ;1;0;1.075
945241 ;2;0;1.08
945241 ;3;0;0.88
945241 ;4;M;1.2
945577 ;1;0;1.458
945577 ;2;0;1.472
945577 ;3;0;1.46
945577 ;4;0;1.45
945895 ;1;0;0.706
945895 ;2;0;0.882
945895 ;3;0;0.398
945895 ;4;0;0.411
945895 ;5;0;1.03
946407 ;1;0;0.89
946407 ;2;0;1.021
946407 ;3;0;0.947
946407 ;4;0;0.995
946407 ;5;0;0.373
947006 ;1;6;
947006 ;2;6;
947006 ;3;6;
947006 ;4;6;
947421 ;1;0;1.22
947421 ;2;6;
947421 ;3;0;0.84
947421 ;4;0;1.246
947532 ;1;6;
947532 ;2;6;
947532 ;3;6;
947532 ;4;6;
948394 ;1;0;1.181
948394 ;2;0;1.331
948394 ;3;0;1.292
948394 ;4;0;1.284
948394 ;5;6;
948394 ;6;6;
948394 ;7;0;0.471
948394 ;8;6;
948734 ;1;2;1.06
948734 ;2;0;1.543
948734 ;3;0;1.439
948734 ;4;0;1.544
948734 ;6;0;0.355
948734 ;7;0;0.53
948734 ;8;0;0.302
948734 ;9;M;0.331
948734 ;11;0;0.57
948734 ;12;0;0.44
948734 ;13;0;0.363
948734 ;14;0;0.373
948734 ;16;M;0.315
948734 ;17;M;0.305
948734 ;18;0;0.46
948734 ;19;0;0.481
948734 ;20;0;0.543
948734 ;21;0;0.42
948750 ;1;0;1.205
948750 ;2;0;1.36
948750 ;3;0;1.142
948750 ;4;0;1.158
949264 ;1;0;0.965
949264 ;2;0;0.873
949264 ;3;0;0.774
949264 ;4;0;0.995
950016 ;1;0;1.245
950016 ;2;0;1.335
950016 ;3;0;1.188
950016 ;4;0;1.209
950016 ;5;0;0.41
950016 ;6;0;0.311
950540 ;1;0;1.735
950540 ;2;0;0.99
950540 ;3;6;
950540 ;4;0;0.38
950540 ;5;6;
950540 ;6;6;
950540 ;7;0;1.522
950540 ;8;6;
950540 ;9;0;1.881
950540 ;10;6;
950540 ;11;6;
950540 ;12;6;
950540 ;13;6;
950540 ;14;6;
950540 ;15;6;
950909 ;1;0;1.223
950909 ;2;0;1.148
950909 ;3;0;1.141
950909 ;4;0;1.214
951090 ;1;0;1.414
951090 ;2;0;1.496
951090 ;3;0;1.371
951090 ;4;0;1.137
951527 ;1;6;
951527 ;2;6;
951527 ;3;6;
951527 ;4;6;
951616 ;1;0;1.441
951616 ;2;0;0.922
951616 ;3;0;1.678
951616 ;4;0;1.017
951751 ;1;6;
951751 ;2;6;
951751 ;3;6;
951751 ;4;6;
952001 ;1;0;0.944
952001 ;2;0;1.037
952001 ;3;0;0.955
952001 ;4;0;0.991
952008 ;1;0;0.377
952008 ;2;0;1.433
952008 ;3;0;1.654
952008 ;4;0;0.343
952008 ;5;0;0.28
952008 ;6;0;0.584
952008 ;7;0;0.752
952008 ;8;0;0.477
952008 ;9;0;1.348
952008 ;10;0;1.352
952008 ;11;0;1.812
952008 ;12;0;1.3
952008 ;13;2;0.36
952008 ;14;2;0.54
952008 ;15;0;1.529
952016 ;1;0;0.682
952016 ;2;0;1.838
952016 ;3;0;3.122
952016 ;4;6;
952016 ;5;6;
952016 ;7;6;
952016 ;8;0;1.312
952509 ;1;0;0.691
952509 ;2;0;0.677
952509 ;3;0;0.602
952509 ;4;0;0.744
952856 ;1;6;
952856 ;2;6;
952856 ;3;6;
952856 ;4;6;
952983 ;1;0;0.811
952983 ;2;0;0.87
952983 ;3;0;0.932
953094 ;1;0;1.274
953094 ;2;0;0.843
953094 ;3;0;0.763
953094 ;4;0;1.246
953094 ;5;0;1.183
953094 ;6;0;0.853
953094 ;7;0;1.842
953094 ;8;0;0.245
953094 ;9;0;0.325
953094 ;10;0;0.935
953094 ;11;0;0.269
953094 ;12;0;0.524
953094 ;13;0;0.256
953094 ;14;0;0.33
953094 ;15;0;2.037
953094 ;16;0;0.332
953094 ;17;0;0.332
953094 ;18;0;2.186
953094 ;19;0;1.245
953094 ;20;0;1.406
953570 ;1;0;1.262
953570 ;2;0;1.221
953570 ;3;0;1.265
953570 ;4;0;1.224
953570 ;5;0;0.337
953629 ;1;6;
953629 ;2;6;
953629 ;3;6;
953629 ;4;6;
953748 ;1;6;
953748 ;2;6;
953748 ;3;6;
953748 ;4;6;
953748 ;5;6;
953748 ;6;6;
953748 ;7;6;
953748 ;8;6;
954139 ;1;6;
954139 ;2;6;
954139 ;3;6;
954139 ;4;6;
954698 ;1;0;1.019
954698 ;2;0;0.825
954698 ;3;0;1.31
954698 ;4;0;1.149
954800 ;1;0;1.834
954800 ;2;0;1.665
954800 ;3;0;1.704
954800 ;4;0;1.833
955192 ;1;6;
955192 ;2;6;
955192 ;3;6;
955192 ;4;6;
955359 ;1;M;0.787
955359 ;2;0;0.587
955359 ;3;0;0.887
955359 ;4;0;2.4
955359 ;5;0;1.292
955359 ;6;0;1.565
955359 ;7;0;0.83
955359 ;8;0;0.328
955359 ;9;0;0.319
955359 ;10;0;0.275
955359 ;11;0;0.637
955359 ;12;0;0.302
955359 ;13;0;0.472
955359 ;14;0;0.274
955359 ;15;0;0.58
955359 ;16;0;0.527
955359 ;17;T;
955359 ;18;0;0.371
955359 ;19;0;1.715
955359 ;21;0;1.69
955359 ;22;0;0.345
955359 ;23;0;0.541
955359 ;24;0;0.496
955359 ;26;0;0.982
955359 ;27;0;0.314
955359 ;29;0;0.404
955925 ;1;0;1.396
955925 ;2;0;1.09
955925 ;3;0;1.085
955925 ;4;6;
955925 ;5;0;0.477
956508 ;1;0;1.168
956508 ;2;0;0.957
956508 ;3;0;1.321
956508 ;4;0;1.165
957083 ;1;6;
957083 ;2;6;
957083 ;3;6;
957083 ;4;6;
957237 ;1;6;
957237 ;2;6;
957237 ;3;6;
957237 ;4;6;
957237 ;7;6;
957237 ;8;6;
957237 ;9;6;
957237 ;10;6;
957237 ;11;6;
957237 ;12;6;
957237 ;13;6;
957237 ;14;6;
957237 ;15;6;
957237 ;16;6;
957237 ;17;6;
957237 ;18;6;
957237 ;19;6;
957237 ;20;6;
957237 ;21;6;
957237 ;22;6;
957237 ;23;6;
957237 ;24;6;
957237 ;25;6;
957237 ;26;6;
957237 ;27;6;
957237 ;28;6;
957538 ;1;6;
957538 ;2;6;
957538 ;3;6;
957538 ;4;6;
957551 ;1;0;1.05
957551 ;2;0;0.983
957551 ;3;0;1.012
957551 ;4;0;1.082
958210 ;1;0;1.838
958210 ;2;0;1.621
958210 ;3;0;1.799
958210 ;4;0;1.809
958883 ;1;0;1.722
958883 ;2;0;1.435
958883 ;3;0;1.731
958883 ;4;0;1.776
958883 ;5;6;
958883 ;6;0;0.671
958883 ;7;0;0.486
959115 ;1;6;
959115 ;2;6;
959115 ;3;6;
959115 ;4;6;
959115 ;5;6;
959115 ;6;6;
959115 ;7;6;
959115 ;8;6;
959842 ;1;6;
959842 ;2;6;
959842 ;3;6;
959842 ;4;6;
959851 ;1;6;
959851 ;2;6;
959851 ;3;6;
959851 ;4;6;
960127 ;1;0;1.486
960127 ;2;0;1.426
960127 ;3;0;1.151
960127 ;4;0;1.72
960127 ;5;0;0.43
960127 ;6;0;0.334
960127 ;7;0;0.401
960252 ;1;0;0.829
960252 ;2;0;1.756
960252 ;3;0;1.271
960252 ;4;0;1.631
960252 ;5;2;0.272
960252 ;6;2;0.271
960252 ;7;2;0.243
960252 ;8;0;0.307
960252 ;9;N;
960252 ;10;0;0.262
960252 ;11;0;0.341
960252 ;12;0;0.672
960252 ;13;0;0.636
960252 ;14;0;0.273
960252 ;15;0;0.314
960252 ;16;0;0.311
960252 ;17;0;0.361
960854 ;1;0;1.098
960854 ;2;0;1.285
960854 ;3;0;0.863
960854 ;4;0;1.081
960854 ;5;0;0.357
961459 ;1;0;1.167
961459 ;2;0;1.808
961459 ;3;0;2.607
961459 ;4;0;1.497
961459 ;5;0;0.782
961459 ;6;0;0.765
961664 ;1;6;
961664 ;2;6;
961664 ;3;6;
961664 ;4;6;
962069 ;1;6;
962069 ;2;6;
962069 ;3;6;
962069 ;4;6;
962478 ;1;M;0.76
962478 ;2;0;1.116
962478 ;3;0;1.2
962478 ;4;0;1.22
962694 ;1;0;1.123
962694 ;2;0;1.16
962694 ;3;0;1.046
962694 ;4;0;1.053
962694 ;5;6;
962694 ;6;6;
962694 ;7;6;
963304 ;1;0;1.271
963669 ;1;0;1.242
963669 ;2;0;1.225
963669 ;3;0;1.137
963669 ;4;0;1.256
963695 ;1;6;
963695 ;3;6;
963695 ;7;6;
963695 ;9;6;
963695 ;10;6;
963695 ;11;6;
963861 ;1;0;1.243
963861 ;2;0;1.374
963861 ;3;0;1.371
963861 ;4;0;1.357
963861 ;5;0;1.297
963962 ;1;6;
963962 ;2;6;
963962 ;3;6;
963962 ;4;6;
965033 ;1;0;1.344
965033 ;2;0;0.763
965033 ;3;0;1.291
965033 ;4;0;1.188
965033 ;5;0;0.427
965803 ;1;6;
965803 ;2;6;
965803 ;3;6;
965803 ;4;6;
966307 ;1;0;1.572
966307 ;2;0;1.531
966307 ;3;0;1.31
966307 ;4;0;1.63
966307 ;5;0;0.52
966307 ;6;0;0.402
966307 ;8;0;0.487
966307 ;9;0;0.303
966307 ;10;0;0.554
966307 ;11;0;0.793
966677 ;1;0;1.227
966677 ;2;0;0.823
966677 ;3;0;0.642
966677 ;4;0;1.299
966677 ;5;0;0.403
966677 ;6;0;0.422
966677 ;7;0;0.457
966677 ;8;0;0.301
966677 ;9;M;0.33
966677 ;10;0;0.293
966677 ;11;0;0.456
966677 ;12;0;0.281
967069 ;1;0;1.421
967302 ;1;0;1.3
967302 ;2;0;1.144
967302 ;3;0;1.122
967302 ;4;0;1.263
968079 ;1;0;1.33
968079 ;2;2;0.579
968267 ;1;6;
968267 ;2;6;
968267 ;3;6;
968267 ;4;6;
968338 ;1;0;1.241
968338 ;2;0;1.085
968338 ;3;0;1.177
968338 ;4;0;1.11
968338 ;5;0;0.325
968338 ;6;0;0.241
968338 ;7;0;0.296
968338 ;8;0;0.321
968338 ;9;0;0.34
968338 ;10;0;0.298
968338 ;11;0;0.435
968338 ;12;2;0.891
968586 ;1;0;2.314
968586 ;2;0;2.109
968586 ;3;0;1.199
968586 ;4;0;1.971
968964 ;1;0;1.703
969165 ;1;0;1.18
969165 ;2;0;0.995
969165 ;3;0;0.729
969165 ;4;0;1.313
969458 ;1;0;1.085
969458 ;2;0;1.098
969458 ;3;0;1.103
969458 ;4;0;1.182
969486 ;1;0;1.082
969486 ;2;0;1.17
969486 ;3;0;1.285
969486 ;4;0;1.153
970227 ;1;0;0.525
970227 ;2;0;0.423
970227 ;3;0;0.473
970414 ;1;0;0.893
970414 ;2;0;2.212
970414 ;3;0;2.12
970414 ;4;M;0.312
970414 ;5;0;1.4
970414 ;6;0;2.419
970414 ;7;0;2.16
970414 ;8;0;0.766
970414 ;9;0;2.462
970414 ;10;0;0.865
970653 ;1;0;0.733
970948 ;1;0;0.794
970948 ;2;0;0.738
971011 ;1;0;1.675
971011 ;2;0;1.235
971011 ;3;0;1.522
971011 ;4;0;1.158
971011 ;5;0;1.43
971011 ;6;0;0.931
971188 ;1;0;1.665
971188 ;2;0;1.749
971188 ;3;0;0.633
971188 ;4;0;1.637
971188 ;5;0;0.302
971188 ;6;0;0.242
971188 ;7;0;0.272
971188 ;8;0;0.259
971188 ;9;0;0.425
971188 ;10;0;0.368
971188 ;11;0;0.409
971188 ;12;0;0.51
971188 ;13;0;0.359
971188 ;14;0;0.333
971188 ;15;0;0.296
971188 ;16;0;0.285
971188 ;17;0;0.263
971188 ;18;0;0.278
971188 ;19;0;0.304
971188 ;20;0;0.251
972197 ;1;0;0.555
972197 ;2;0;0.5
972197 ;3;0;0.516
972197 ;4;0;0.677
972305 ;1;6;
972305 ;2;6;
972305 ;3;6;
972305 ;4;6;
972438 ;1;0;0.787
972438 ;2;0;1.009
972438 ;3;0;0.67
972438 ;4;0;1.131
972837 ;1;0;2.16
972837 ;2;0;1.875
972837 ;3;0;1.855
972837 ;4;0;1.89
972837 ;5;0;1.62
972837 ;6;6;
972837 ;7;0;0.358
972837 ;8;0;0.283
972837 ;9;0;1.27
972837 ;10;0;0.382
972837 ;11;0;0.942
972837 ;12;0;1.148
972837 ;13;0;0.743
972837 ;14;0;1.751
972837 ;15;0;1.386
972837 ;16;0;1.349
972837 ;17;0;1.512
972837 ;18;0;0.371
972837 ;19;0;1.804
972837 ;20;0;2.098
972837 ;21;0;0.288
972837 ;22;0;0.28
973231 ;1;0;2.013
973231 ;2;0;1.833
973231 ;3;0;1.174
973231 ;4;0;1.45
973231 ;5;0;1.751
973231 ;6;0;2.355
973457 ;1;6;
973457 ;2;6;
973457 ;3;6;
973457 ;4;6;
973596 ;1;0;2.344
973596 ;2;0;2.176
973596 ;3;0;2.347
973834 ;1;0;1.205
973834 ;2;0;1.204
973834 ;3;0;1.201
973834 ;4;0;1.059
974047 ;1;0;0.884
974047 ;2;0;0.802
974047 ;3;0;0.903
974047 ;4;0;0.941
974067 ;1;0;0.909
974084 ;1;0;1.226
974084 ;2;0;1.062
974084 ;3;0;1.028
974084 ;4;0;1.086
974169 ;1;0;0.705
974169 ;2;0;1.494
974169 ;3;0;1.377
974169 ;4;0;1.605
974169 ;5;0;0.443
974169 ;6;0;0.328
974169 ;7;M;0.26
974169 ;8;0;0.388
974169 ;9;0;0.276
974169 ;10;0;0.298
974169 ;11;0;0.444
974169 ;12;0;0.502
974169 ;13;0;0.67
974169 ;14;0;0.357
974169 ;15;0;0.498
974169 ;16;0;0.375
974169 ;17;2;0.26
974169 ;18;T;
974169 ;19;0;0.282
974169 ;20;M;0.3
975131 ;1;0;2.565
975131 ;2;0;1.145
975131 ;3;0;1.045
975131 ;4;0;1.602
975131 ;5;0;0.728
975188 ;1;0;1.393
975188 ;2;1;1.397
975188 ;3;2;1.32
975188 ;4;2;1.246
975188 ;5;0;1.547
975188 ;6;0;1.565
975188 ;7;0;1.759
975654 ;1;0;1.09
976275 ;1;0;1.209
976275 ;2;0;1.136
976275 ;3;0;1.214
976275 ;4;0;1.181
976825 ;1;6;
976825 ;2;6;
976825 ;3;6;
976825 ;4;6;
977235 ;1;6;
977235 ;2;6;
977235 ;3;6;
977235 ;4;6;
977327 ;1;0;1.552
977327 ;2;0;1.575
977327 ;3;0;1.606
977327 ;4;0;1.404
977755 ;1;0;0.334
977755 ;2;0;0.934
977755 ;3;0;1.246
977755 ;4;0;1.347
977755 ;5;0;1.213
977755 ;6;0;0.282
977755 ;7;0;0.275
977755 ;8;0;1.218
977755 ;9;0;0.373
977969 ;1;N;
977969 ;2;N;
978235 ;1;0;1.49
978235 ;2;0;1.387
978235 ;3;0;1.822
978235 ;4;0;1.709
978337 ;1;6;
978337 ;2;6;
978337 ;3;6;
978337 ;4;6;
980073 ;1;0;1.335
980073 ;2;M;1.324
980073 ;3;0;1.285
980073 ;4;0;1.24
980073 ;5;0;0.343
980073 ;6;0;0.421
