idp;a;veget5
729774 ;7;6
729774 ;17;6
729860 ;20;A
729906 ;22;T
729913 ;7;6
729947 ;4;M
729947 ;17;M
729989 ;26;M
729989 ;30;M
729989 ;33;M
730032 ;3;T
730032 ;6;T
730032 ;8;T
730032 ;9;T
730046 ;13;M
730046 ;21;M
730068 ;2;A
730084 ;1;M
730106 ;2;M
730174 ;5;A
730189 ;12;M
730189 ;15;A
730199 ;3;M
730199 ;15;M
730205 ;1;M
730205 ;4;M
730259 ;18;M
730272 ;9;M
730282 ;1;A
730304 ;1;A
730304 ;4;A
730304 ;6;A
730304 ;17;M
730304 ;19;M
730330 ;4;N
730398 ;6;N
730412 ;1;N
730431 ;6;M
730435 ;11;M
730457 ;3;M
730457 ;4;M
730457 ;5;A
730457 ;8;M
730457 ;11;M
730457 ;12;M
730457 ;13;M
730457 ;14;M
730457 ;20;M
730457 ;23;M
730457 ;29;M
730463 ;1;6
730463 ;6;6
730463 ;9;6
730463 ;12;6
730465 ;7;M
730469 ;3;A
730526 ;10;M
730551 ;21;A
730604 ;1;M
730604 ;2;M
730604 ;4;M
730604 ;5;M
730604 ;16;M
730760 ;9;M
730760 ;21;M
730769 ;1;M
730769 ;14;M
730769 ;15;M
730775 ;8;M
730775 ;11;M
730863 ;13;M
730863 ;15;M
730871 ;2;M
730905 ;21;A
730942 ;6;M
730942 ;7;M
730942 ;8;M
730942 ;9;M
731033 ;8;M
731047 ;5;A
731047 ;16;M
731065 ;1;M
731065 ;23;M
731065 ;30;M
731094 ;5;M
731133 ;5;M
731169 ;9;A
731197 ;7;A
731224 ;1;M
731239 ;1;M
731245 ;4;T
731245 ;9;M
731245 ;11;M
731259 ;9;M
731276 ;19;M
731361 ;9;M
731391 ;1;M
731391 ;2;M
731418 ;6;M
731470 ;3;M
731508 ;1;M
731531 ;8;M
731531 ;14;M
731531 ;16;M
731531 ;17;M
731534 ;1;6
731534 ;7;6
731540 ;1;A
731540 ;2;A
731540 ;3;A
731582 ;9;M
731677 ;1;M
731677 ;8;M
731677 ;10;M
731677 ;11;M
731677 ;14;M
731677 ;18;M
731677 ;20;M
731677 ;21;M
731677 ;22;M
731677 ;29;M
731677 ;30;M
731677 ;31;M
731677 ;35;M
731677 ;37;M
731680 ;5;M
731704 ;10;M
731704 ;11;M
731704 ;13;M
731704 ;17;M
731704 ;19;M
731704 ;22;M
731734 ;17;M
731745 ;2;M
731819 ;6;M
731827 ;17;M
731909 ;2;M
731909 ;9;M
731909 ;26;M
731909 ;28;M
731939 ;9;M
731947 ;21;M
731952 ;1;M
731954 ;18;6
731963 ;10;A
731985 ;2;M
732166 ;27;A
732235 ;8;M
732235 ;9;M
732272 ;2;M
732272 ;11;M
732272 ;12;M
732312 ;11;M
732324 ;3;M
732324 ;6;M
732324 ;11;M
732324 ;12;M
732324 ;14;M
732324 ;15;M
732324 ;16;M
732324 ;17;M
732324 ;19;M
732324 ;20;M
732324 ;24;M
732324 ;25;M
732324 ;31;M
732324 ;34;M
732324 ;35;M
732324 ;36;M
732353 ;2;M
732391 ;4;M
732414 ;7;M
732414 ;12;M
732414 ;15;A
732469 ;1;M
732469 ;8;M
732469 ;9;M
732469 ;10;M
732469 ;11;M
732469 ;13;M
732521 ;3;A
732544 ;3;M
732594 ;7;M
732594 ;8;M
732594 ;10;M
732594 ;14;M
732636 ;6;A
732678 ;2;N
732679 ;4;T
732679 ;8;T
732694 ;2;M
732701 ;3;M
732701 ;13;M
732701 ;14;M
732701 ;15;M
732701 ;16;M
732701 ;17;M
732701 ;22;M
732701 ;23;M
732701 ;24;M
732701 ;26;M
732701 ;27;M
732750 ;3;M
732750 ;4;M
732750 ;8;M
732809 ;12;M
732809 ;13;M
732809 ;14;M
732809 ;15;M
732809 ;17;M
732892 ;10;M
732918 ;2;M
732947 ;11;M
732947 ;18;A
732962 ;10;M
732971 ;21;M
732992 ;3;M
733010 ;1;M
733131 ;7;6
733131 ;9;M
733170 ;9;A
733174 ;17;A
733175 ;3;6
733189 ;4;M
733189 ;9;M
733220 ;19;M
733220 ;38;M
733264 ;2;M
733264 ;6;M
733264 ;15;M
733310 ;12;M
733310 ;18;M
733323 ;14;M
733391 ;19;A
733453 ;12;M
733453 ;16;M
733483 ;16;M
733507 ;3;M
733507 ;8;M
733515 ;2;M
733549 ;9;A
733549 ;11;M
733625 ;3;T
733630 ;2;M
733630 ;8;M
733635 ;3;M
733741 ;6;M
733741 ;7;M
733808 ;14;A
733808 ;19;A
733808 ;21;6
733821 ;9;N
733833 ;11;M
733833 ;13;M
733920 ;2;M
733920 ;6;M
733920 ;9;M
733920 ;10;M
733937 ;7;M
733957 ;10;M
733957 ;13;M
733961 ;2;A
733961 ;9;6
733961 ;11;M
733961 ;19;A
733961 ;26;A
734011 ;10;6
734024 ;13;M
734024 ;16;M
734024 ;19;T
734067 ;2;M
734067 ;11;M
734067 ;12;M
734067 ;13;M
734067 ;16;M
734082 ;6;M
734102 ;15;A
734103 ;1;M
734103 ;2;M
734174 ;10;A
734174 ;22;A
734181 ;15;M
734256 ;6;M
734301 ;5;M
734365 ;7;M
734423 ;1;M
734423 ;2;M
734423 ;3;M
734423 ;4;M
734423 ;5;M
734423 ;6;M
734447 ;3;M
734527 ;9;M
734527 ;12;M
734554 ;2;A
734554 ;13;M
734554 ;17;M
734560 ;10;M
734661 ;13;6
734701 ;7;M
734701 ;14;N
734701 ;19;M
734732 ;15;M
734732 ;21;M
734732 ;24;M
734746 ;4;A
734746 ;13;A
734746 ;16;M
734826 ;11;M
734829 ;12;6
734829 ;21;M
734840 ;24;M
734851 ;15;6
734911 ;18;N
734960 ;2;A
734968 ;6;M
734970 ;6;A
734973 ;5;M
734973 ;10;M
734973 ;23;M
734973 ;24;M
734980 ;29;M
734980 ;30;M
735104 ;8;M
735104 ;13;M
735104 ;16;M
735143 ;2;6
735143 ;3;6
735192 ;4;M
735199 ;10;M
735315 ;4;M
735315 ;5;6
735315 ;7;A
735315 ;17;M
735315 ;18;M
735315 ;20;M
735315 ;23;M
735321 ;10;M
735321 ;13;M
735321 ;15;M
735386 ;5;M
735441 ;11;A
735441 ;14;M
735441 ;20;A
735452 ;22;A
735452 ;30;A
735452 ;31;A
735452 ;32;A
735536 ;15;6
735536 ;16;6
735548 ;2;M
735565 ;8;M
735617 ;12;M
735648 ;3;M
735774 ;11;M
735774 ;12;M
735774 ;13;M
735774 ;21;M
735885 ;15;N
735919 ;2;A
735919 ;6;6
735963 ;11;M
735963 ;12;M
735963 ;19;M
735963 ;29;M
735963 ;33;M
736017 ;4;M
736042 ;6;M
736042 ;18;M
736047 ;6;6
736105 ;1;A
736156 ;1;M
736156 ;5;T
736156 ;8;M
736156 ;10;M
736162 ;2;M
736196 ;10;M
736221 ;6;M
736246 ;11;M
736310 ;14;M
736310 ;15;M
736310 ;16;M
736310 ;20;M
736313 ;3;M
736328 ;8;M
736328 ;14;M
736328 ;26;M
736340 ;2;M
736340 ;7;A
736340 ;8;A
736340 ;10;M
736340 ;11;M
736361 ;4;M
736361 ;5;M
736361 ;6;M
736361 ;7;M
736361 ;16;M
736361 ;17;M
736361 ;18;M
736361 ;19;M
736361 ;20;M
736361 ;21;M
736361 ;23;M
736361 ;24;M
736361 ;26;M
736361 ;27;M
736361 ;31;M
736361 ;32;M
736361 ;33;M
736361 ;37;M
736361 ;39;M
736413 ;2;M
736413 ;3;M
736413 ;5;M
736413 ;10;M
736413 ;29;M
736413 ;34;M
736469 ;9;M
736469 ;10;M
736469 ;11;M
736494 ;8;A
736500 ;14;M
736500 ;15;M
736500 ;18;M
736518 ;4;M
736518 ;10;M
736571 ;1;A
736630 ;11;M
736656 ;3;M
736656 ;8;M
736693 ;9;M
736693 ;11;M
736693 ;12;M
736693 ;13;M
736693 ;17;M
736693 ;24;M
736693 ;27;M
736697 ;1;M
736697 ;7;M
736697 ;17;M
736705 ;21;N
736719 ;16;M
736756 ;8;M
736812 ;3;M
736812 ;10;M
736812 ;11;M
736812 ;16;M
736866 ;4;N
736866 ;6;T
736866 ;13;N
736974 ;1;M
736974 ;2;M
736974 ;4;M
736974 ;5;M
736974 ;10;M
737008 ;3;6
737040 ;1;A
737040 ;8;A
737056 ;14;M
737072 ;10;M
737174 ;2;T
737174 ;10;M
737189 ;13;A
737191 ;14;M
737217 ;4;T
737267 ;5;N
737267 ;11;M
737267 ;12;M
737267 ;22;M
737303 ;9;M
737369 ;3;M
737369 ;6;M
737369 ;11;M
737369 ;14;M
737374 ;7;A
737421 ;12;A
737430 ;6;6
737430 ;8;6
737430 ;16;6
737447 ;4;A
737455 ;3;M
737455 ;4;A
737455 ;5;M
737477 ;4;M
737477 ;13;M
737477 ;18;T
737477 ;21;T
737498 ;3;M
737500 ;10;M
737523 ;11;M
737651 ;11;6
737678 ;7;M
737678 ;21;M
737683 ;15;M
737694 ;6;6
737698 ;8;M
737704 ;1;M
737704 ;4;M
737704 ;7;M
737704 ;15;M
737704 ;16;M
737704 ;20;M
737764 ;3;N
737846 ;13;M
737870 ;17;6
737870 ;18;6
737870 ;20;6
737870 ;26;6
737870 ;28;6
737870 ;30;6
737870 ;31;6
737870 ;34;6
737870 ;36;6
737870 ;38;6
737870 ;40;6
737870 ;41;6
737870 ;42;6
737870 ;43;6
737870 ;45;6
737870 ;46;6
737870 ;51;6
737906 ;6;M
737944 ;9;M
737951 ;7;6
737951 ;8;6
737951 ;12;6
737976 ;5;6
737984 ;4;M
737984 ;6;M
737984 ;11;M
737984 ;21;M
737984 ;23;M
738028 ;1;M
738028 ;2;M
738028 ;3;M
738028 ;4;M
738028 ;5;M
738028 ;6;M
738028 ;9;M
738028 ;11;M
738028 ;12;M
738028 ;20;M
738028 ;24;M
738028 ;26;M
738101 ;3;M
738101 ;6;M
738101 ;7;M
738101 ;11;M
738101 ;12;M
738101 ;13;M
738101 ;14;M
738101 ;15;M
738101 ;16;M
738101 ;20;M
738122 ;1;M
738122 ;21;T
738186 ;6;6
738186 ;9;6
738186 ;11;6
738186 ;12;6
738239 ;2;M
738239 ;4;M
738239 ;5;M
738277 ;6;M
738306 ;14;M
738314 ;2;M
738314 ;9;M
738314 ;17;M
738314 ;21;M
738324 ;5;M
738371 ;11;T
738371 ;14;M
738398 ;11;N
738440 ;1;M
738440 ;16;A
738440 ;18;M
738475 ;17;T
738475 ;40;T
738539 ;2;M
738545 ;2;M
738545 ;7;M
738566 ;13;M
738566 ;21;M
738599 ;1;M
738655 ;5;M
738655 ;6;M
738666 ;2;A
738695 ;9;N
738707 ;12;T
738741 ;2;A
738741 ;3;A
738858 ;4;M
738905 ;3;M
738914 ;14;M
738914 ;16;M
738914 ;17;M
738952 ;3;6
738952 ;18;M
738952 ;22;M
738993 ;2;N
738993 ;6;M
738993 ;19;M
739029 ;3;M
739074 ;4;6
739074 ;5;6
739074 ;10;M
739074 ;11;6
739074 ;16;6
739074 ;18;6
739074 ;19;6
739074 ;20;6
739093 ;4;7
739093 ;7;7
739093 ;13;M
739115 ;13;M
739129 ;2;M
739129 ;4;M
739129 ;12;M
739150 ;13;M
739150 ;14;M
739161 ;2;M
739182 ;1;M
739182 ;3;M
739182 ;6;M
739182 ;9;M
739196 ;4;M
739238 ;2;M
739238 ;12;M
739260 ;5;M
739273 ;14;M
739284 ;2;M
739284 ;6;M
739322 ;14;A
739419 ;12;M
739419 ;14;M
739426 ;1;N
739426 ;2;N
739429 ;20;M
739537 ;1;M
739537 ;2;M
739537 ;3;M
739537 ;19;A
739537 ;20;A
739586 ;8;M
739705 ;9;N
739707 ;1;M
739707 ;4;6
739707 ;5;M
739707 ;6;M
739710 ;3;6
739710 ;11;6
739753 ;2;M
739786 ;1;M
739822 ;14;T
739850 ;3;M
739908 ;2;M
739908 ;9;M
739908 ;10;M
739908 ;14;M
739924 ;11;M
739924 ;15;M
740017 ;6;A
740071 ;9;M
740162 ;3;M
740162 ;15;M
740163 ;5;N
740163 ;8;M
740163 ;11;M
740163 ;27;M
740163 ;33;M
740183 ;7;A
740207 ;7;M
740207 ;17;M
740248 ;28;M
740248 ;30;M
740248 ;31;M
740259 ;7;M
740262 ;8;A
740357 ;2;N
740357 ;7;M
740392 ;13;A
740392 ;20;6
740394 ;5;M
740394 ;6;M
740394 ;9;M
740394 ;13;M
740394 ;15;M
740394 ;19;M
740455 ;18;M
740478 ;7;M
740478 ;18;M
740507 ;6;M
740507 ;12;6
740519 ;7;M
740519 ;8;M
740545 ;7;6
740545 ;8;6
740545 ;9;6
740561 ;5;M
740582 ;9;M
740589 ;2;M
740589 ;3;M
740592 ;13;M
740622 ;8;M
740643 ;4;M
740643 ;5;A
740643 ;6;A
740660 ;14;A
740660 ;26;M
740660 ;29;A
740754 ;6;6
740754 ;7;6
740758 ;15;M
740773 ;23;T
740774 ;5;M
740813 ;2;M
740813 ;3;M
740853 ;6;M
740853 ;7;M
740853 ;10;M
740853 ;14;M
740853 ;17;M
740853 ;21;A
740853 ;24;M
740876 ;32;M
740879 ;3;M
740922 ;7;M
740922 ;8;M
740922 ;9;M
740976 ;6;M
740982 ;4;M
740982 ;7;A
741001 ;14;M
741032 ;3;N
741051 ;8;M
741051 ;10;M
741077 ;6;6
741081 ;5;M
741081 ;7;M
741081 ;8;M
741081 ;9;M
741081 ;10;M
741085 ;9;A
741138 ;7;M
741138 ;11;M
741242 ;8;M
741242 ;13;M
741243 ;4;6
741310 ;10;A
741348 ;2;M
741348 ;5;M
741349 ;11;M
741382 ;5;A
741422 ;7;A
741426 ;1;A
741426 ;2;A
741426 ;5;M
741426 ;7;M
741459 ;7;M
741459 ;14;M
741471 ;1;6
741471 ;2;6
741489 ;2;M
741497 ;2;A
741509 ;2;A
741509 ;7;A
741509 ;8;A
741547 ;4;M
741547 ;6;T
741547 ;9;A
741547 ;17;M
741572 ;5;M
741572 ;6;M
741572 ;7;M
741572 ;8;M
741579 ;8;A
741691 ;5;A
741697 ;7;M
741715 ;19;M
741716 ;3;N
741739 ;1;M
741739 ;3;M
741739 ;5;M
741739 ;7;M
741739 ;8;M
741739 ;10;M
741739 ;12;M
741739 ;13;M
741739 ;20;M
741739 ;22;M
741739 ;23;M
741755 ;15;M
741764 ;4;T
741764 ;7;M
741764 ;11;M
741780 ;13;6
741792 ;6;A
741800 ;3;M
741800 ;4;M
741800 ;7;M
741837 ;4;6
741837 ;9;A
741837 ;14;A
741842 ;1;M
741842 ;4;M
741858 ;12;M
741884 ;6;M
741891 ;1;A
741891 ;5;M
741891 ;9;6
741891 ;10;6
741918 ;21;M
741923 ;13;M
741957 ;1;M
741957 ;3;A
741957 ;7;A
741957 ;20;A
741970 ;2;M
741970 ;7;M
741970 ;11;M
741970 ;13;M
741970 ;15;M
741970 ;16;M
741970 ;18;M
741991 ;1;M
741991 ;3;N
741991 ;17;M
741991 ;19;M
741991 ;20;M
741991 ;23;M
741996 ;7;M
742077 ;1;M
742101 ;6;A
742101 ;7;A
742101 ;8;A
742101 ;9;A
742101 ;10;A
742101 ;11;A
742101 ;12;A
742101 ;13;A
742101 ;14;A
742159 ;7;M
742333 ;1;M
742333 ;6;M
742333 ;9;M
742416 ;6;6
742432 ;3;M
742441 ;4;6
742477 ;5;A
742477 ;7;M
742570 ;4;T
742570 ;10;6
742626 ;14;M
742639 ;2;M
742639 ;3;M
742639 ;5;M
742639 ;6;M
742639 ;7;M
742639 ;8;M
742639 ;13;M
742694 ;5;M
742694 ;6;M
742713 ;12;A
742732 ;6;M
742763 ;10;6
742806 ;4;M
742806 ;19;M
742806 ;22;M
742848 ;15;M
742867 ;14;M
742867 ;18;M
742873 ;7;M
742873 ;9;M
742882 ;16;M
742883 ;7;A
742883 ;18;A
742883 ;19;A
742914 ;2;M
742914 ;3;M
742914 ;7;A
742978 ;2;A
743057 ;1;M
743057 ;2;M
743057 ;15;M
743061 ;7;A
743107 ;6;M
743109 ;4;M
743109 ;6;M
743109 ;18;M
743109 ;20;M
743177 ;6;6
743177 ;7;6
743290 ;1;M
743290 ;2;M
743290 ;8;M
743290 ;11;N
743290 ;13;M
743290 ;16;M
743290 ;17;M
743290 ;18;M
743347 ;2;N
743395 ;2;6
743423 ;5;A
743423 ;6;A
743423 ;15;A
743423 ;16;A
743440 ;1;M
743440 ;11;M
743440 ;12;M
743454 ;5;M
743466 ;15;M
743470 ;10;M
743470 ;11;A
743482 ;3;M
743482 ;4;M
743482 ;16;M
743482 ;23;M
743482 ;30;M
743518 ;8;M
743574 ;2;A
743628 ;5;M
743628 ;6;M
743628 ;16;M
743644 ;3;6
743644 ;11;6
743673 ;27;M
743848 ;9;M
743848 ;14;M
743852 ;9;M
743861 ;1;M
743928 ;9;M
743928 ;13;M
743928 ;19;M
743928 ;21;M
743928 ;24;M
743928 ;29;M
743929 ;13;A
743996 ;6;M
743996 ;8;M
743996 ;11;M
744044 ;8;A
744068 ;20;M
744087 ;10;A
744151 ;6;M
744151 ;8;M
744174 ;2;M
744174 ;10;M
744174 ;12;M
744174 ;17;M
744174 ;29;M
744178 ;2;A
744178 ;6;M
744178 ;13;M
744178 ;21;M
744193 ;5;A
744193 ;7;A
744273 ;1;N
744273 ;3;T
744273 ;10;M
744292 ;15;M
744292 ;16;M
744294 ;5;M
744304 ;4;M
744304 ;5;M
744304 ;10;A
744460 ;1;M
744460 ;6;M
744541 ;6;M
744541 ;9;A
744541 ;10;M
744541 ;15;M
744546 ;9;M
744546 ;11;A
744546 ;12;M
744628 ;21;M
744685 ;6;N
744685 ;14;N
744685 ;15;N
744685 ;16;N
744685 ;21;N
744709 ;15;T
744723 ;6;M
744723 ;8;M
744726 ;13;M
744726 ;18;M
744792 ;26;M
744825 ;2;A
744825 ;5;A
744825 ;22;A
744877 ;1;A
744890 ;8;M
744890 ;17;M
744906 ;15;6
745022 ;4;M
745022 ;7;A
745022 ;8;A
745022 ;9;A
745022 ;19;M
745022 ;24;M
745031 ;4;M
745053 ;3;M
745117 ;8;M
745131 ;8;M
745133 ;10;6
745141 ;4;A
745141 ;17;A
745141 ;19;A
745159 ;10;A
745249 ;6;M
745249 ;9;M
745341 ;2;M
745341 ;6;A
745341 ;10;M
745397 ;3;M
745397 ;7;M
745397 ;24;M
745431 ;1;M
745431 ;2;M
745431 ;5;M
745431 ;7;M
745431 ;9;M
745449 ;9;A
745449 ;13;M
745449 ;16;M
745449 ;21;M
745485 ;2;A
745488 ;3;6
745570 ;2;M
745592 ;10;M
745628 ;12;M
745631 ;1;M
745632 ;3;M
745632 ;5;A
745638 ;17;M
745638 ;18;M
745638 ;19;M
745642 ;4;T
745680 ;10;M
745721 ;1;A
745721 ;3;M
745763 ;7;M
745763 ;9;M
745802 ;12;M
745802 ;15;M
745812 ;14;M
745821 ;4;M
745821 ;13;M
745823 ;11;M
745823 ;26;M
745823 ;27;M
745823 ;37;M
745871 ;5;6
745917 ;4;M
745917 ;10;M
745936 ;13;M
745984 ;5;N
745984 ;6;N
745984 ;8;N
745997 ;3;M
745997 ;6;M
745997 ;26;M
745997 ;36;M
746008 ;2;M
746008 ;4;M
746011 ;1;M
746011 ;7;M
746086 ;15;M
746118 ;1;M
746118 ;3;M
746119 ;6;M
746119 ;7;M
746119 ;8;M
746119 ;10;M
746126 ;13;M
746127 ;4;M
746142 ;2;A
746142 ;4;M
746143 ;6;6
746155 ;10;M
746214 ;12;A
746214 ;21;M
746236 ;1;M
746236 ;3;M
746236 ;13;M
746363 ;14;A
746392 ;20;M
746458 ;1;M
746458 ;13;M
746501 ;7;M
746501 ;24;M
746516 ;16;M
746541 ;13;M
746541 ;20;T
746541 ;21;T
746549 ;19;A
746565 ;7;6
746565 ;9;M
746565 ;10;M
746565 ;11;M
746590 ;4;A
746605 ;7;M
746633 ;9;M
746638 ;7;M
746714 ;1;M
746714 ;15;M
746715 ;1;M
746715 ;5;M
746715 ;7;M
746715 ;10;M
746723 ;8;A
746723 ;9;A
746757 ;11;M
746757 ;12;M
746757 ;18;M
746757 ;20;M
746827 ;6;M
746838 ;6;M
746838 ;11;T
746866 ;8;N
746905 ;5;M
746937 ;30;M
746993 ;1;A
747030 ;2;M
747030 ;3;M
747030 ;14;M
747030 ;26;M
747030 ;27;M
747045 ;2;M
747045 ;5;M
747128 ;13;6
747179 ;3;M
747285 ;2;M
747298 ;1;A
747298 ;7;A
747298 ;8;A
747298 ;19;A
747377 ;1;6
747377 ;2;6
747377 ;4;6
747377 ;5;6
747377 ;6;6
747377 ;13;6
747421 ;4;M
747497 ;12;A
747502 ;1;N
747541 ;9;M
747541 ;13;A
747586 ;18;M
747611 ;2;6
747611 ;5;6
747611 ;6;6
747611 ;7;6
747611 ;8;6
747611 ;9;6
747645 ;2;M
747645 ;6;A
747645 ;12;A
747645 ;14;A
747659 ;1;A
747659 ;5;M
747659 ;9;A
747752 ;5;M
747752 ;12;M
747754 ;4;M
747754 ;6;M
747842 ;3;M
747886 ;4;M
747895 ;23;M
747895 ;27;M
747952 ;1;M
747993 ;10;M
748020 ;6;M
748107 ;5;M
748107 ;10;M
748116 ;6;6
748171 ;1;M
748178 ;8;M
748178 ;9;M
748197 ;13;M
748210 ;5;M
748210 ;13;M
748227 ;6;M
748227 ;17;M
748265 ;2;M
748339 ;1;M
748453 ;7;M
748465 ;12;M
748466 ;8;M
748475 ;14;M
748475 ;15;M
748479 ;8;6
748479 ;10;M
748479 ;11;M
748490 ;2;A
748490 ;3;A
748490 ;9;M
748490 ;14;M
748520 ;1;M
748528 ;6;6
748551 ;17;M
748551 ;21;M
748700 ;3;M
748700 ;6;A
748727 ;10;M
748736 ;1;6
748736 ;8;6
748736 ;10;6
748736 ;12;6
748736 ;16;6
748736 ;18;6
748736 ;19;6
748736 ;25;6
748736 ;29;6
748736 ;31;6
748736 ;40;6
748736 ;46;6
748736 ;48;6
748736 ;52;6
748736 ;53;6
748736 ;55;6
748754 ;1;N
748765 ;19;M
748765 ;21;M
748765 ;24;M
748867 ;18;A
748935 ;9;M
749003 ;7;M
749099 ;3;6
749113 ;3;M
749113 ;8;M
749211 ;11;6
749211 ;13;6
749233 ;1;A
749233 ;6;A
749233 ;7;A
749233 ;11;A
749233 ;13;A
749233 ;14;A
749253 ;10;M
749423 ;18;M
749423 ;21;M
749423 ;27;M
749423 ;30;M
749499 ;1;M
749499 ;8;M
749499 ;10;M
749499 ;17;M
749499 ;18;6
749499 ;23;M
749539 ;3;M
749539 ;4;M
749539 ;5;M
749569 ;1;M
749569 ;2;M
749610 ;4;6
749616 ;2;M
749616 ;4;M
749616 ;16;M
749626 ;1;A
749626 ;13;M
749713 ;12;M
749717 ;21;6
749717 ;26;6
749717 ;27;6
749733 ;10;A
749736 ;11;A
749759 ;13;M
749759 ;14;M
749796 ;16;M
749807 ;6;M
749807 ;11;M
749807 ;15;N
749807 ;22;M
749844 ;13;M
749844 ;14;M
749845 ;12;M
749849 ;3;A
749851 ;1;M
749948 ;3;M
750000 ;4;A
750041 ;15;M
750045 ;2;M
750045 ;12;M
750045 ;26;M
750045 ;31;M
750045 ;35;M
750046 ;4;A
750046 ;5;A
750060 ;15;A
750061 ;1;M
750061 ;3;M
750061 ;8;M
750061 ;10;A
750061 ;17;A
750061 ;22;M
750061 ;27;M
750061 ;29;M
750127 ;13;A
750127 ;15;A
750127 ;16;A
750127 ;17;A
750131 ;1;M
750163 ;13;N
750163 ;19;N
750181 ;4;M
750247 ;9;M
750247 ;11;M
750247 ;12;M
750247 ;19;M
750358 ;1;M
750358 ;2;M
750429 ;2;M
750456 ;3;M
750456 ;4;M
750524 ;29;M
750536 ;5;N
750587 ;3;M
750587 ;5;M
750587 ;14;M
750587 ;15;A
750635 ;3;M
750635 ;5;M
750729 ;11;A
750729 ;12;A
750729 ;13;M
750733 ;6;M
750733 ;7;M
750770 ;3;T
750828 ;2;M
750828 ;7;M
750828 ;20;M
750831 ;4;A
750831 ;12;A
750863 ;1;M
750869 ;1;M
750893 ;4;A
750951 ;16;M
750955 ;10;A
750980 ;5;M
750980 ;8;M
750980 ;15;M
750980 ;20;M
751033 ;5;M
751033 ;13;M
751033 ;14;M
751033 ;17;M
751033 ;19;T
751033 ;24;M
751067 ;12;M
751076 ;7;M
751076 ;16;M
751081 ;13;M
751081 ;14;M
751106 ;15;M
751106 ;25;M
751122 ;7;M
751133 ;2;M
751133 ;4;M
751133 ;19;M
751133 ;20;A
751159 ;10;M
751165 ;4;M
751216 ;8;A
751216 ;15;M
751226 ;8;A
751226 ;12;A
751228 ;1;M
751253 ;1;6
751263 ;6;A
751263 ;8;A
751263 ;16;M
751263 ;20;M
751335 ;5;6
751335 ;7;M
751335 ;11;6
751340 ;12;M
751393 ;3;M
751393 ;4;M
751393 ;5;M
751393 ;8;M
751393 ;9;M
751393 ;10;M
751393 ;12;M
751418 ;1;N
751418 ;3;N
751418 ;7;N
751418 ;8;N
751433 ;4;M
751433 ;5;M
751441 ;7;M
751441 ;9;M
751441 ;11;M
751441 ;13;M
751441 ;16;M
751441 ;23;M
751441 ;25;A
751441 ;29;M
751441 ;30;A
751441 ;31;M
751451 ;4;M
751464 ;7;A
751464 ;9;A
751483 ;6;M
751483 ;11;M
751483 ;13;T
751599 ;3;N
751607 ;9;T
751607 ;10;A
751671 ;16;A
751694 ;8;M
751701 ;9;M
751725 ;4;M
751725 ;13;M
751725 ;21;M
751725 ;28;M
751725 ;30;M
751742 ;2;M
751782 ;1;M
751782 ;9;T
751782 ;10;M
751782 ;27;M
751796 ;13;M
751825 ;6;6
751939 ;17;M
751939 ;18;M
751969 ;4;A
752033 ;14;A
752046 ;6;M
752046 ;8;M
752046 ;23;M
752046 ;24;M
752046 ;25;M
752046 ;26;M
752068 ;6;A
752140 ;4;M
752140 ;7;M
752140 ;8;M
752140 ;13;M
752140 ;18;M
752158 ;1;A
752235 ;9;M
752235 ;11;A
752260 ;19;A
752267 ;4;A
752267 ;8;A
752267 ;17;M
752267 ;22;A
752267 ;24;A
752267 ;25;A
752284 ;8;M
752309 ;13;N
752416 ;6;M
752416 ;9;M
752416 ;10;M
752451 ;10;M
752453 ;7;M
752453 ;15;M
752453 ;17;M
752530 ;13;A
752530 ;16;M
752545 ;3;M
752545 ;9;M
752545 ;19;M
752614 ;5;M
752614 ;7;M
752614 ;10;M
752614 ;14;M
752614 ;17;M
752614 ;21;M
752614 ;24;M
752614 ;25;M
752614 ;30;M
752614 ;31;M
752614 ;35;M
752614 ;37;M
752629 ;10;A
752640 ;7;N
752640 ;8;N
752651 ;11;M
752732 ;11;M
752732 ;13;M
752732 ;14;M
752732 ;15;M
752732 ;17;M
752737 ;2;M
752737 ;14;A
752737 ;15;A
752873 ;3;T
752883 ;7;M
752884 ;5;M
752884 ;11;M
752884 ;12;M
752884 ;16;M
752884 ;22;M
752923 ;8;6
752984 ;5;M
753035 ;13;A
753035 ;19;6
753035 ;20;M
753059 ;11;M
753062 ;5;M
753074 ;4;N
753081 ;27;A
753083 ;4;M
753101 ;1;M
753101 ;8;M
753101 ;11;M
753124 ;2;M
753124 ;3;A
753138 ;1;M
753138 ;3;A
753138 ;4;A
753138 ;5;A
753138 ;10;A
753141 ;6;M
753154 ;14;M
753168 ;7;6
753168 ;9;6
753168 ;21;6
753168 ;23;6
753168 ;26;6
753185 ;5;M
753185 ;9;M
753185 ;18;M
753185 ;19;M
753185 ;23;M
753195 ;14;M
753195 ;15;M
753200 ;2;M
753200 ;5;M
753200 ;8;M
753200 ;14;M
753200 ;19;M
753200 ;23;M
753281 ;1;T
753281 ;6;M
753281 ;15;N
753281 ;16;M
753281 ;18;M
753281 ;20;M
753281 ;21;M
753390 ;1;A
753390 ;2;M
753390 ;17;A
753441 ;3;N
753452 ;9;N
753452 ;10;N
753506 ;8;M
753506 ;9;M
753506 ;10;M
753506 ;11;M
753506 ;12;M
753506 ;13;M
753506 ;14;M
